,Player,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty
245,Antonio Allen,NYJ,26,CB,15,8,0,0,0,0,6,1,0,0,0,0,0.5,41,36,5,1,1,
246,Cortez Allen,PIT,26,lcb,11,7,2,27,0,27,11,0,0,1,0,0,,41,36,5,3,7,
247,,,,,,,,,,,,,,,,,,,,,,,
248,Brandon Boykin,PHI,24,,16,0,1,0,0,0,9,1,0,0,0,0,,41,36,5,0,0,
249,Jerry Hughes,BUF,26,DE,16,16,,,,,,3,0,1,18,1,10.0,54,36,18,13,20,
250,Devon Kennard,NYG,23,lb,12,6,0,0,0,0,1,2,0,0,0,0,4.5,43,36,7,10,5,
251,Paul Kruger,CLE,28,LB,16,15,0,0,0,0,4,4,0,1,0,0,11.0,53,36,17,13,17,
252,Brandon Meriweather,WAS,30,SS,10,10,0,0,0,0,4,3,0,1,0,0,3.0,55,36,19,5,3,
253,Calvin Pryor,NYJ,22,S,16,11,0,0,0,0,2,,,,,,0.5,61,36,25,1,1,
254,Dominique Rodgers-Cromartie,NYG,28,LCB,16,15,2,26,0,16,12,,,,,,,38,36,2,1,0,
255,DeMeco Ryans,PHI,30,LB,8,8,1,0,0,0,4,0,1,1,0,0,,45,36,9,5,1,
256,Sam Shields*,GNB,27,RCB,14,14,2,62,0,62,9,,,,,,,44,36,8,1,0,
257,Cedric Thornton,PHI,26,DE,16,16,0,0,0,0,2,0,0,3,40,1,1.0,52,36,16,5,1,
258,Mario Williams*+,BUF,29,DE,16,16,0,0,0,0,2,2,0,0,0,0,14.5,42,36,6,19,18,
259,Jahleel Addae,SDG,24,db/s/ss,11,5,,,,,,2,0,1,0,0,1.0,48,35,13,1,1,
260,Marcell Dareus*+,BUF,24,DT,15,15,0,0,0,0,1,1,0,0,0,0,10.0,49,35,14,12,14,
261,Brandon Graham,PHI,26,lb,16,1,,,,,,4,0,0,0,0,5.5,46,35,11,12,9,
262,Mark Herzlich,NYG,27,LB,15,8,0,0,0,0,2,0,0,1,1,0,1.0,52,35,17,4,1,
263,Cameron Heyward,PIT,25,DE,16,16,0,0,0,0,4,,,,,,7.5,55,35,20,11,16,
264,Jarret Johnson,SDG,33,LB,15,14,0,0,0,0,1,1,0,0,0,0,1.0,50,35,15,5,1,
265,Lamarcus Joyner,STL,24,db,10,1,0,0,0,0,2,,,,,,1.0,40,35,5,3,1,
266,Rey Maualuga,CIN,27,lb/MLB,12,12,1,4,0,4,4,,,,,,,61,35,26,5,0,
267,Clinton McDonald,TAM,27,DT,13,13,1,3,0,3,2,0,0,2,4,0,5.0,46,35,11,9,8,
268,Eric Reid,SFO,23,FS,15,15,3,138,0,73,7,,,,,,,42,35,7,0,1,
269,Sean Spence,PIT,24,lb/LILB,16,9,,,,,,1,0,1,0,0,1.0,55,35,20,3,2,
270,Major Wright,TAM,26,db/fs/s/ss,12,7,0,0,0,0,1,,,,,,,51,35,16,2,0,
271,Kurt Coleman,KAN,26,db/ss,15,3,3,12,0,12,6,1,0,1,0,0,,37,34,3,0,0,
272,Thomas DeCoud,CAR,29,FS,15,11,1,35,0,35,3,,,,,,,50,34,16,0,1,
273,Geno Hayes,JAX,27,LB,16,11,,,,,,1,0,0,0,0,2.0,51,34,17,9,1,
274,Will Hill,BAL,24,db/s/ss,10,8,1,44,1,44,4,,,,,,,47,34,13,3,1,
275,Malik Jackson,DEN,24,de/dt,16,3,0,0,0,0,4,1,0,0,0,0,3.0,46,34,12,8,12,
276,Sen'Derrick Marks,JAX,27,DT,16,16,0,0,0,0,3,0,0,1,0,0,8.5,43,34,9,15,17,
277,Julius Peppers,GNB,34,de/LOLB/rolb,16,16,2,101,2,52,11,4,0,3,2,0,7.0,54,34,20,5,17,
278,,,,,,,,,,,,,,,,,,,,,,,
279,Jason Trusnik,MIA,30,lb,16,6,1,0,0,0,2,0,0,2,0,0,,50,34,16,3,0,
280,Philip Wheeler,MIA,30,lb,15,4,,,,,,,,,,,,45,34,11,3,0,
281,Chykie Brown,2TM,28,,15,5,0,0,0,0,3,,,,,,,40,33,7,0,0,
282,Matt Elam,BAL,23,db/s/SS,16,11,0,0,0,0,4,1,0,0,0,0,0.5,52,33,19,1,3,
283,Cortland Finnegan,MIA,30,CB,12,12,0,0,0,0,8,1,0,1,50,1,,44,33,11,1,0,
284,Junior Galette,NOR,26,LB,16,13,0,0,0,0,2,3,0,0,0,0,10.0,45,33,12,9,20,2
285,William Hayes,STL,29,DE,16,9,,,,,,1,0,1,6,0,4.0,42,33,9,11,5,
286,Trumaine Johnson,STL,24,lb/lcb,9,5,3,69,1,43,6,,,,,,,36,33,3,1,0,
287,Logan Ryan,NWE,23,cb/db/rcb,16,6,2,0,0,0,6,2,0,0,0,0,,46,33,13,0,0,
288,Melvin White,CAR,24,lcb/rcb,15,7,1,23,0,23,6,1,0,0,0,0,,37,33,4,1,0,
289,Eric Berry,KAN,26,lcb/ss,6,5,0,0,0,0,2,,,,,,,37,32,5,0,1,
290,Chris Conte,CHI,25,fs/S,12,12,3,6,0,5,3,,,,,,,43,32,11,0,0,
291,Danieal Manning,HOU,32,db/ss,16,5,0,0,0,0,2,0,1,1,0,0,,46,32,14,1,1,
292,Patrick Robinson,NOR,27,db/rcb,14,6,2,2,0,2,11,,,,,,,39,32,7,0,0,
293,Prince Shembo,ATL,23,lb,16,3,,,,,,,,,,,,58,32,26,2,1,
294,Brandon Spikes,BUF,27,MLB,16,10,0,0,0,0,3,1,0,0,0,0,1.0,54,32,22,6,1,
295,Olivier Vernon,MIA,24,DE,16,16,,,,,,2,0,0,0,0,6.5,47,32,15,9,13,
296,Michael Bennett,SEA,29,DE/ldt,16,16,,,,,,1,0,0,0,0,7.0,47,31,16,14,19,
297,Ron Brooks,BUF,26,rcb,14,1,0,0,0,0,1,,,,,,,35,31,4,3,5,
298,Justin Durant,DAL,29,lb,6,6,1,1,0,1,4,2,0,1,0,0,,49,31,18,2,0,
299,Charles Johnson,CAR,28,DE,16,16,0,0,0,0,2,3,0,1,0,0,8.5,46,31,15,9,14,
300,Cameron Jordan,NOR,25,DE,16,16,1,6,0,6,5,0,0,1,0,0,7.5,50,31,19,8,10,
301,Casey Matthews,PHI,25,LB,16,11,,,,,,1,0,1,8,0,1.5,53,31,22,4,3,
302,Whitney Mercilus,HOU,24,LB,15,13,,,,,,2,0,0,0,0,5.0,50,31,19,9,11,
303,Jamar Taylor,MIA,24,cb,12,3,,,,,,,,,,,,31,31,0,3,0,
304,Cameron Wake*,MIA,32,DE,16,16,0,0,0,0,3,3,0,1,0,0,11.5,36,31,5,8,22,
305,Muhammad Wilkerson,NYJ,25,DE/dt,13,13,0,0,0,0,5,1,0,0,0,0,6.0,56,31,25,13,21,
306,Kyle Williams*,BUF,31,DT,15,15,1,2,0,2,3,,,,,,5.5,42,31,11,8,16,
307,Stevie Brown,NYG,27,db/fs,16,8,0,0,0,0,1,,,,,,1.0,38,30,8,2,2,
308,Nolan Carroll,PHI,27,cb,16,1,0,0,0,0,4,0,0,1,0,0,,31,30,1,1,1,
309,,,,,,,,,,,,,,,,,,,,,,,
310,Mike Daniels,GNB,25,DE/dt,16,16,,,,,,,,,,,5.5,47,30,17,8,17,
311,Johnathan Hankins,NYG,22,RDT,16,16,0,0,0,0,3,1,0,0,0,0,7.0,51,30,21,8,12,
312,Damon Harrison,NYJ,26,NT,16,16,,,,,,,,,,,,55,30,25,0,2,
313,Demontre Hurst,CHI,23,cb/db,15,2,1,0,0,0,1,1,0,0,0,0,,40,30,10,2,4,
314,Leonard Johnson,TAM,24,cb/db,16,3,1,-6,0,0,4,3,0,0,0,0,,46,30,16,0,0,
315,Alex Okafor,ARI,23,LB,13,12,1,26,0,26,3,,,,,,8.0,34,30,4,11,13,
316,Brock Vereen,CHI,22,s,16,4,1,0,0,0,1,1,0,0,0,0,,39,30,9,2,0,
317,D.J. Williams,CHI,32,LB/mlb,12,10,,,,,,,,,,,,46,30,16,1,0,
318,Jared Crick,HOU,25,DE,16,15,0,0,0,0,6,,,,,,3.5,56,29,27,6,12,
319,Elvis Dumervil*+,BAL,30,lb,16,2,0,0,0,0,1,2,0,1,0,0,17.0,39,29,10,15,27,
320,Jo-Lonn Dunbar,STL,29,LB,16,10,,,,,,,,,,,,36,29,7,4,2,
321,Sharrif Floyd,MIN,22,DT,14,11,0,0,0,0,1,,,,,,4.5,42,29,13,8,9,
322,James Harrison,PIT,36,lb/rolb,11,4,,,,,,,,,,,5.5,47,29,18,8,14,
323,Linval Joseph,MIN,26,NT,16,16,0,0,0,0,1,,,,,,3.0,48,29,19,5,10,
324,Erik Walden,IND,29,LB,15,14,,,,,,1,0,0,0,0,6.0,46,29,17,9,19,
325,Brandon Williams,BAL,25,de/NT,16,14,,,,,,1,0,1,0,0,0.5,54,29,25,2,2,
326,K'Waun Williams,CLE,23,db,13,4,0,0,0,0,8,,,,,,1.0,38,29,9,1,3,
327,Marcus Williams,2TM,23,,8,8,1,1,0,1,7,,,,,,,37,29,8,1,0,
328,Vince Williams,PIT,25,lilb,16,2,,,,,,0,0,1,0,0,,46,29,17,0,1,
329,Patrick Willis,SFO,29,lb,6,6,1,0,0,0,3,,,,,,,34,29,5,0,1,
330,Willie Young,CHI,29,DE,15,8,0,0,0,0,2,1,0,0,0,0,10.0,40,29,11,12,10,
331,Dane Fletcher,TAM,28,mlb,16,4,0,0,0,0,1,,,,,,0.5,41,28,13,0,1,
332,Tashaun Gipson*,CLE,24,FS,11,11,6,158,1,62,8,1,0,0,0,0,,52,28,24,2,0,
333,Bruce Irvin,SEA,27,de/LB,15,13,2,84,2,49,3,1,0,0,0,0,6.5,43,28,15,9,12,
334,Gerald McCoy*,TAM,26,DT,13,13,0,0,0,0,3,1,0,0,0,0,8.5,35,28,7,13,13,
335,Rashaan Melvin,2TM,25,,3,2,0,0,0,0,1,1,0,0,0,0,,35,28,7,1,0,
336,Domata Peko,CIN,30,NT,16,16,,,,,,,,,,,1.0,50,28,22,2,1,
337,Justin Smith,SFO,35,RDT,16,16,,,,,,2,0,1,0,0,5.0,43,28,15,7,14,
338,Akeem Spence,TAM,23,dt,16,5,,,,,,0,0,2,0,0,3.0,39,28,11,4,7,
339,Justin Tuck,OAK,31,DE,15,12,1,7,0,7,3,2,0,0,0,0,5.0,43,28,15,11,15,
340,,,,,,,,,,,,,,,,,,,,,,,
341,Courtney Upshaw,BAL,25,LB,16,14,0,0,0,0,1,,,,,,,46,28,18,4,2,
342,Vince Wilfork,NWE,33,DT/nt,16,16,1,1,0,1,2,,,,,,,53,28,25,2,1,
343,Allen Bailey,KAN,25,DE/dt,14,14,0,0,0,0,2,,,,,,5.0,41,27,14,10,8,
344,E.J. Biggers,WAS,27,cb,15,2,0,0,0,0,4,,,,,,,32,27,5,1,1,
345,Chris Clemons,JAX,33,DE/lb,16,16,0,0,0,0,3,4,0,1,0,0,8.0,36,27,9,6,10,
346,Dwan Edwards,CAR,33,,16,0,1,24,0,24,2,,,,,,4.0,43,27,16,7,15,
347,William Gholston,TAM,23,DE,15,9,0,0,0,0,3,,,,,,2.0,41,27,14,9,6,
348,Akiem Hicks,NOR,25,DE,15,14,,,,,,,,,,,2.0,42,27,15,7,7,
349,Davon House,GNB,25,cb/db/rcb,13,4,1,0,0,0,10,1,0,0,0,0,,31,27,4,1,0,
350,Jaiquawn Jarrett,NYJ,25,s,14,5,2,10,0,9,2,1,0,1,2,0,1.5,41,27,14,2,3,
351,Steven Johnson,DEN,26,mlb,14,7,,,,,,0,0,1,0,0,0.5,39,27,12,0,2,
352,Jim Leonhard,CLE,32,fs,16,5,2,34,0,34,3,0,1,0,0,0,1.0,43,27,16,1,2,
353,Chris Owens,KAN,28,cb/db,11,3,0,0,0,0,4,0,0,1,0,0,0.5,33,27,6,1,1,
354,Calvin Pace,NYJ,34,LB,16,16,0,0,0,0,3,,,,,,5.0,38,27,11,8,8,
355,Cory Redding,IND,34,DE,16,16,0,0,0,0,1,,,,,,3.5,44,27,17,6,15,
356,Ryan Shazier,PIT,22,lilb,9,5,0,0,0,0,1,,,,,,,40,27,13,2,1,
357,Malcolm Smith,SEA,25,lb,14,5,0,0,0,0,1,2,0,0,0,0,,40,27,13,2,0,
358,Bene Benwikere,CAR,23,cb/lcb,10,6,1,0,0,0,7,1,0,2,6,0,,35,26,9,0,1,
359,Brandon Browner,NWE,30,db/lcb/rcb,9,9,1,32,0,30,7,,,,,,,32,26,6,1,0,
360,Jonathan Casillas,2TM,27,,13,6,,,,,,1,0,0,0,0,,41,26,15,2,1,
361,Letroy Guion,GNB,27,dt/NT,16,16,0,0,0,0,1,1,0,0,0,0,3.5,41,26,15,8,9,
362,Jeff Heath,DAL,23,,14,0,,,,,,,,,,,,27,26,1,0,0,
363,Sammie Lee Hill,TEN,28,NT,15,15,0,0,0,0,6,,,,,,3.0,33,26,7,,,
364,Jaye Howard,KAN,26,DE,16,10,0,0,0,0,1,,,,,,1.0,36,26,10,4,7,
365,Nate Irving,DEN,26,MLB,8,8,,,,,,,,,,,1.0,46,26,20,6,2,1
366,Dontae Johnson,SFO,23,cb/lcb/rcb,16,3,1,20,1,20,6,,,,,,,34,26,8,1,3,
367,Ray McDonald,SFO,30,LDT,14,14,,,,,,1,0,0,0,0,3.0,39,26,13,4,8,
368,Jeremy Mincey,DAL,31,DE,16,16,,,,,,2,0,2,0,0,6.0,46,26,20,9,14,
369,Barkevious Mingo,CLE,24,LB,15,11,0,0,0,0,3,0,0,1,0,0,2.0,42,26,16,3,8,
370,Darryl Morris,HOU,24,lcb,11,1,1,0,0,0,6,,,,,,,31,26,5,1,0,
371,,,,,,,,,,,,,,,,,,,,,,,
372,Carlos Rogers,OAK,33,cb/lcb,7,7,0,0,0,0,1,1,0,0,0,0,,35,26,9,3,0,
373,Daimion Stafford,TEN,23,,15,0,1,33,0,33,3,0,0,1,0,0,1.0,33,26,7,4,3,
374,Derek Wolfe,DEN,24,DE,16,16,0,0,0,0,1,,,,,,1.5,38,26,12,0,5,
375,Sam Acho,ARI,26,lb,16,4,1,3,0,3,3,1,0,0,0,0,1.0,38,25,13,4,2,
376,Chris Baker,WAS,27,de/NT,15,12,,,,,,,,,,,1.0,40,25,15,4,4,
377,Ahmad Brooks,SFO,30,LB,13,13,0,0,0,0,3,1,0,1,0,0,6.0,30,25,5,6,10,
378,Sergio Brown,IND,26,FS,15,8,0,0,0,0,6,0,0,1,26,0,1.0,34,25,9,2,5,
379,Desmond Bryant,CLE,29,DE,15,15,0,0,0,0,1,0,0,1,0,0,5.0,49,25,24,8,12,
380,Marcus Burley,SEA,24,,13,0,1,24,0,24,5,,,,,,1.0,35,25,10,2,1,
381,Quinton Coples,NYJ,24,de/LB,16,15,,,,,,1,0,0,0,0,6.5,35,25,10,10,19,
382,Tyrone Crawford,DAL,25,de/DT,15,15,0,0,0,0,1,1,0,0,0,0,3.0,35,25,10,6,14,
383,Akeem Dent,HOU,27,lb/mlb,15,7,,,,,,,,,,,1.0,38,25,13,2,6,
384,Jamell Fleming,KAN,25,lcb,7,4,0,0,0,0,3,,,,,,,27,25,2,1,0,
385,Justin Gilbert,CLE,23,db,14,2,1,23,1,23,8,,,,,,,29,25,4,0,1,
386,Colin Jones,CAR,27,cb/lb,16,2,0,0,0,0,3,1,0,0,0,0,1.0,35,25,10,4,2,
387,A.J. Klein,CAR,23,LB,14,8,,,,,,1,0,0,0,0,,39,25,14,2,0,
388,Damontre Moore,NYG,22,,16,0,0,0,0,0,2,,,,,,5.5,32,25,7,6,12,
389,Brooks Reed,HOU,27,LB,16,13,1,5,0,5,4,,,,,,3.0,41,25,16,5,10,
390,Jabaal Sheard,CLE,25,lb,16,5,0,0,0,0,3,,,,,,2.0,44,25,19,4,6,
391,Dan Skuta,SFO,28,LB,14,10,0,0,0,0,1,3,0,0,0,0,5.0,33,25,8,5,5,
392,Josh Wilson,ATL,29,cb,16,4,1,15,0,15,7,,,,,,,27,25,2,1,0,
393,Robert Alford,ATL,26,CB,10,10,3,21,0,21,12,,,,,,,31,24,7,2,0,
394,Lance Briggs,CHI,34,LB,8,8,1,2,0,2,3,1,0,0,0,0,,35,24,11,2,1,
395,Michael Brockers,STL,24,dt/ldt/RDT,16,16,0,0,0,0,1,0,0,1,0,0,2.0,32,24,8,5,4,
396,Anthony Levine,BAL,27,fs/rcb,16,3,0,0,0,0,3,,,,,,,33,24,9,0,0,
397,Shea McClellin,CHI,25,LB,12,10,0,0,0,0,1,,,,,,1.0,36,24,12,6,1,
398,Mike Neal,GNB,27,de/rolb,16,3,,,,,,,,,,,4.5,42,24,18,7,11,
399,Jonathan Newsome,IND,23,lb,16,1,,,,,,4,0,0,0,0,6.5,33,24,9,5,9,
400,Stephen Paea,CHI,26,DT/nt,16,16,0,0,0,0,2,2,0,0,0,0,6.0,33,24,9,9,12,
401,Dan Williams,ARI,27,NT,16,9,0,0,0,0,1,,,,,,1.0,38,24,14,3,3,
402,,,,,,,,,,,,,,,,,,,,,,,
403,Kevin Williams,SEA,34,ldt/rdt,16,8,0,0,0,0,2,,,,,,3.0,38,24,14,8,4,
404,Kyle Wilson,NYJ,27,,16,0,0,0,0,0,1,,,,,,1.0,26,24,2,2,1,
405,Will Blackmon,JAX,30,cb/db,8,4,,,,,,1,0,0,0,0,1.0,30,23,7,1,1,
406,Tyvon Branch,OAK,28,ss,3,3,0,0,0,0,1,,,,,,1.0,29,23,6,1,1,
407,Aaron Colvin,JAX,23,db,6,1,0,0,0,0,2,0,0,1,41,1,,27,23,4,0,2,
408,Parys Haralson,NOR,30,LB,16,12,,,,,,0,0,1,0,0,3.0,36,23,13,6,8,
409,George Johnson,DET,27,,16,0,0,0,0,0,1,0,0,1,0,0,6.0,29,23,6,10,12,
410,Abry Jones,JAX,23,dt,16,2,0,0,0,0,1,1,0,0,0,0,3.0,39,23,16,4,3,
411,Tommy Kelly,ARI,34,de/DT/nt,16,13,0,0,0,0,2,,,,,,1.0,37,23,14,5,8,
412,Dre Kirkpatrick,CIN,25,lcb,16,2,3,32,1,30,7,,,,,,,27,23,4,0,0,
413,Jeromy Miles,BAL,27,s,16,2,1,6,0,6,1,2,0,1,0,0,,34,23,11,0,0,
414,Jared Odrick,MIA,27,DT/lb,16,16,0,0,0,0,5,1,0,1,0,0,1.0,29,23,6,3,8,
415,Nick Perry,GNB,24,rolb,15,4,0,0,0,0,1,1,0,1,0,0,3.0,32,23,9,4,3,
416,Frostee Rucker,ARI,31,dt/lb,15,7,0,0,0,0,1,2,0,0,0,0,5.0,28,23,5,9,8,
417,George Selvie,DAL,27,DE,16,13,0,0,0,0,1,1,0,1,2,0,3.0,36,23,13,3,8,
418,Eugene Sims,STL,28,de,16,1,,,,,,0,0,1,0,0,3.0,28,23,5,4,8,
419,Isa Abdul-Quddus,DET,25,db/ss,16,4,0,0,0,0,2,,,,,,,34,22,12,0,1,
420,Will Allen,PIT,32,ss,16,4,,,,,,1,0,0,0,0,,36,22,14,2,2,
421,Geno Atkins*,CIN,26,DT,16,16,0,0,0,0,1,1,0,0,0,0,3.0,36,22,14,8,9,1
422,Justin Bethel*,ARI,24,,16,0,,,,,,1,0,2,0,0,,26,22,4,0,1,
423,Tre Boston,CAR,22,fs,11,5,1,84,1,84,3,,,,,,,31,22,9,1,0,
424,David Bruton,DEN,27,s,14,1,0,0,0,0,3,2,0,0,0,0,,28,22,6,1,0,
425,Audie Cole,MIN,25,lb,16,1,0,0,0,0,1,,,,,,,26,22,4,1,0,
426,Asa Jackson,BAL,25,cb/lcb/rcb,7,6,0,0,0,0,3,,,,,,,28,22,6,1,0,
427,Jamari Lattimore,GNB,26,lolb/mlb,11,5,1,10,0,10,1,,,,,,,37,22,15,0,0,
428,Earl Mitchell,MIA,27,dt,16,4,0,0,0,0,1,,,,,,2.0,33,22,11,7,2,
429,Trent Murphy,WAS,24,ROLB,15,8,0,0,0,0,1,2,0,1,0,0,2.5,33,22,11,3,7,
430,Bernard Pollard,TEN,30,ss,5,5,0,0,0,0,1,,,,,,1.0,27,22,5,2,1,
431,Sean Richardson,GNB,24,,16,0,,,,,,,,,,,,26,22,4,2,2,
432,Kawann Short,CAR,25,dt/ldt,16,9,0,0,0,0,2,1,0,2,0,0,3.5,46,22,24,4,11,
433,,,,,,,,,,,,,,,,,,,,,,,
434,Jimmy Smith,BAL,26,RCB,8,8,1,31,0,31,6,,,,,,,28,22,6,0,0,
435,Kayvon Webster,DEN,23,,12,0,0,0,0,0,2,,,,,,,23,22,1,0,0,
436,Emmanuel Acho,PHI,24,lb,14,2,,,,,,,,,,,,31,21,10,2,0,
437,Phillip Adams,NYJ,26,cb/s,12,4,1,0,0,0,3,0,0,1,-1,0,,24,21,3,0,0,
438,Larry Asante,OAK,26,ss,6,2,,,,,,1,0,0,0,0,,25,21,4,0,0,
439,Marcus Cooper,KAN,24,lcb,13,4,0,0,0,0,3,0,1,0,0,0,,21,21,0,0,0,
440,Quinton Dial,SFO,24,nt,14,6,0,0,0,0,1,,,,,,2.0,30,21,9,3,3,
441,Danny Gorrer,2TM,28,,10,0,1,15,0,15,3,,,,,,,24,21,3,0,0,
442,Melvin Ingram,SDG,25,LB,9,9,0,0,0,0,1,2,0,1,0,0,4.0,29,21,8,5,7,
443,Star Lotulelei,CAR,25,dt/rdt,14,13,0,0,0,0,1,,,,,,2.0,29,21,8,7,4,
444,Brice McCain,PIT,28,cb/rcb,14,9,3,56,1,31,6,0,0,1,26,0,,31,21,10,0,0,
445,Roy Miller,JAX,27,DT,14,14,0,0,0,0,1,,,,,,1.0,31,21,10,4,2,
446,Jay Ratliff,CHI,33,DT,11,11,,,,,,,,,,,6.5,37,21,16,10,14,
447,Derrick Shelby,MIA,25,,15,0,1,2,0,2,1,0,0,1,0,0,3.0,26,21,5,4,3,
448,Sealver Siliga,NWE,24,de/dt,7,5,,,,,,,,,,,2.5,44,21,23,5,4,
449,Justin Tuggle,HOU,24,LB,16,8,1,8,0,8,2,0,0,1,0,0,,38,21,17,1,1,
450,Pierre Warren,2TM,22,,6,6,2,53,0,32,4,1,0,1,0,0,,30,21,9,0,0,
451,Usama Young,OAK,29,ss,6,3,0,0,0,0,2,,,,,,1.0,23,21,2,2,2,
452,Cliff Avril,SEA,28,DE,16,16,0,0,0,0,2,1,0,1,0,0,5.0,30,20,10,6,19,
453,Phillip Gaines,KAN,23,cb/db/lcb,13,5,0,0,0,0,4,,,,,,,20,20,0,3,2,
454,Mike Harris,2TM,25,,5,1,1,11,0,11,2,,,,,,1.0,21,20,1,3,1,
455,John Jenkins,NOR,25,nt,12,4,0,0,0,0,1,,,,,,1.0,30,20,10,3,1,
456,Michael Johnson,TAM,27,DE,14,13,,,,,,2,0,0,0,0,4.0,27,20,7,5,12,
457,Dion Jordan,MIA,24,de,10,1,0,0,0,0,1,,,,,,1.0,20,20,0,1,2,
458,Mathias Kiwanuka,NYG,31,DE,11,11,,,,,,2,0,0,0,0,2.5,28,20,8,2,6,
459,Haloti Ngata,BAL,30,DT,12,12,2,16,0,13,7,2,0,0,0,0,2.0,35,20,15,2,3,
460,Trent Robinson,WAS,24,fs,15,1,1,14,0,14,1,0,0,1,0,0,,29,20,9,0,0,
461,Andrew Sendejo,MIN,27,ss,16,3,,,,,,1,0,0,0,0,,27,20,7,0,1,
462,Paul Soliai,ATL,31,DT,15,14,,,,,,,,,,,1.0,29,20,9,6,1,
463,Tavon Wilson,NWE,24,,16,0,0,0,0,0,2,,,,,,,24,20,4,1,1,
464,,,,,,,,,,,,,,,,,,,,,,,
465,Zackary Bowman,NYG,30,lcb/rcb,16,5,2,25,0,18,6,0,0,1,6,0,,24,19,5,0,0,
466,Josh Bynes,DET,25,,13,0,1,17,0,17,1,0,0,1,0,0,,23,19,4,2,1,
467,Craig Dahl,SFO,29,fs,16,1,1,0,0,0,2,,,,,,,23,19,4,1,2,
468,Wallace Gilberry,CIN,30,DE,16,16,0,0,0,0,2,0,0,1,0,0,1.5,50,19,31,4,13,
469,Josh Gordy,IND,27,fs,16,1,1,0,0,0,4,0,0,1,0,0,,24,19,5,1,3,
470,Nick Hayden,DAL,28,DT,16,16,0,0,0,0,1,,,,,,,42,19,23,2,4,
471,Arthur Jones,IND,28,dt,9,3,,,,,,1,0,0,0,0,1.5,34,19,15,3,4,
472,Datone Jones,GNB,24,de,13,3,1,18,0,18,2,0,0,1,0,0,1.5,27,19,8,3,4,
473,Terrance Knighton,DEN,28,NT,16,16,0,0,0,0,3,,,,,,2.0,33,19,14,4,7,
474,Orie Lemon,2TM,27,,10,3,,,,,,,,,,,,23,19,4,5,0,
475,Trumaine McBride,NYG,29,cb,6,1,1,11,0,11,1,2,0,1,0,0,1.0,21,19,2,2,0,
476,Randy Starks,MIA,31,DT,15,15,0,0,0,0,1,0,0,1,0,0,4.5,28,19,9,6,6,
477,Phillip Thomas,WAS,25,ss,8,4,,,,,,0,0,1,2,0,,27,19,8,0,0,
478,Jimmie Ward,SFO,23,,8,0,0,0,0,0,2,,,,,,,20,19,1,0,0,
479,Akeem Ayers,2TM,25,,11,4,1,0,0,0,1,,,,,,4.0,25,18,7,6,5,
480,Robert Ayers,NYG,29,de,12,1,0,0,0,0,1,1,0,0,0,0,5.0,22,18,4,4,14,
481,Alan Ball,JAX,29,rcb,7,7,1,0,0,0,3,,,,,,,22,18,4,1,0,
482,Omar Bolden,DEN,26,,15,0,,,,,,0,0,1,0,0,,21,18,3,0,0,
483,Malcolm Butler,NWE,24,s,11,1,0,0,0,0,3,,,,,,,19,18,1,0,0,
484,Josh Chapman,IND,25,NT,16,15,,,,,,1,0,0,0,0,,25,18,7,3,0,
485,Andre Hal,HOU,22,,14,0,0,0,0,0,4,,,,,,,21,18,3,0,0,
486,Ricky Jean-Francois,IND,28,DT,16,13,0,0,0,0,4,0,0,1,0,0,3.0,34,18,16,7,6,
487,Jarvis Jenkins,WAS,26,DE,16,14,,,,,,,,,,,,28,18,10,3,3,
488,Karl Klug,TEN,26,,16,0,,,,,,,,,,,2.0,23,18,5,9,2,
489,Richard Marshall,SDG,30,lcb,8,1,,,,,,,,,,,,24,18,6,1,0,
490,O'Brien Schofield,SEA,27,,16,0,,,,,,1,0,1,0,0,2.0,25,18,7,2,7,
491,Antonio Smith,OAK,33,DT,16,16,,,,,,1,0,0,0,0,3.0,20,18,2,7,6,
492,Darrell Stuckey*,SDG,27,,16,0,0,0,0,0,1,0,0,2,53,1,,27,18,9,0,1,
493,Cassius Vaughn,DET,27,cb/lb,13,5,2,70,0,45,5,0,0,1,0,0,,21,18,3,1,0,
494,Jason Verrett,SDG,23,lcb/rcb/s,6,4,1,0,0,0,4,,,,,,,19,18,1,0,0,
495,,,,,,,,,,,,,,,,,,,,,,,
496,Ian Williams,SFO,25,NT,9,9,0,0,0,0,1,,,,,,1.0,22,18,4,4,1,
497,Sylvester Williams,DEN,26,DT,16,13,0,0,0,0,1,,,,,,,22,18,4,4,2,
498,Tourek Williams,SDG,23,,15,0,0,0,0,0,1,,,,,,,21,18,3,0,1,
499,Jairus Byrd,NOR,28,fs/rcb,4,4,0,0,0,0,2,1,0,0,0,0,,22,17,5,1,1,
500,Quinton Carter,DEN,26,,11,0,0,0,0,0,1,1,0,0,0,0,1.0,21,17,4,1,1,
501,Vinny Curry,PHI,26,,16,0,,,,,,4,0,1,0,0,9.0,19,17,2,7,11,
502,Todd Davis,2TM,22,,9,2,0,0,0,0,2,,,,,,,28,17,11,1,0,
503,Jayrone Elliott,GNB,23,,13,0,,,,,,,,,,,,18,17,1,0,1,
504,Zaviar Gooden,TEN,24,lb,15,2,,,,,,,,,,,,24,17,7,7,1,
